series,agegroup,sex,year,Time Code,population
"Population ages 65-69, male",ages 65-69,male,1978,YR1978,1287743
"Population ages 65-69, male",ages 65-69,male,1979,YR1979,1287407
"Population ages 65-69, male",ages 65-69,male,1980,YR1980,1277774
"Population ages 65-69, male",ages 65-69,male,1981,YR1981,1248374
"Population ages 65-69, male",ages 65-69,male,1982,YR1982,1207267
"Population ages 65-69, male",ages 65-69,male,1983,YR1983,1167940
"Population ages 65-69, male",ages 65-69,male,1984,YR1984,1147619
"Population ages 65-69, male",ages 65-69,male,1985,YR1985,1153900
"Population ages 65-69, male",ages 65-69,male,1986,YR1986,1171497
"Population ages 65-69, male",ages 65-69,male,1987,YR1987,1211005
"Population ages 65-69, male",ages 65-69,male,1988,YR1988,1259535
"Population ages 65-69, male",ages 65-69,male,1989,YR1989,1299393
"Population ages 65-69, male",ages 65-69,male,1990,YR1990,1321494
"Population ages 65-69, male",ages 65-69,male,1991,YR1991,1319848
"Population ages 65-69, male",ages 65-69,male,1992,YR1992,1304549
"Population ages 65-69, male",ages 65-69,male,1993,YR1993,1283107
"Population ages 65-69, male",ages 65-69,male,1994,YR1994,1265709
"Population ages 65-69, male",ages 65-69,male,1995,YR1995,1257050
"Population ages 65-69, male",ages 65-69,male,1996,YR1996,1245454
"Population ages 65-69, male",ages 65-69,male,1997,YR1997,1240114
"Population ages 65-69, male",ages 65-69,male,1998,YR1998,1240514
"Population ages 65-69, male",ages 65-69,male,1999,YR1999,1245365
"Population ages 65-69, male",ages 65-69,male,2000,YR2000,1253825
"Population ages 65-69, male",ages 65-69,male,2001,YR2001,1255604
"Population ages 65-69, male",ages 65-69,male,2002,YR2002,1261148
"Population ages 65-69, male",ages 65-69,male,2003,YR2003,1270240
"Population ages 65-69, male",ages 65-69,male,2004,YR2004,1283312
"Population ages 65-69, male",ages 65-69,male,2005,YR2005,1300500
"Population ages 65-69, male",ages 65-69,male,2006,YR2006,1314778
"Population ages 65-69, male",ages 65-69,male,2007,YR2007,1330446
"Population ages 65-69, male",ages 65-69,male,2008,YR2008,1353073
"Population ages 65-69, male",ages 65-69,male,2009,YR2009,1390086
"Population ages 65-69, male",ages 65-69,male,2010,YR2010,1445107
"Population ages 65-69, male",ages 65-69,male,2011,YR2011,1505429
"Population ages 65-69, male",ages 65-69,male,2012,YR2012,1583236
"Population ages 65-69, male",ages 65-69,male,2013,YR2013,1664153
"Population ages 65-69, male",ages 65-69,male,2014,YR2014,1727062
"Population ages 65-69, male",ages 65-69,male,2015,YR2015,1759404
"Population ages 65-69, male",ages 65-69,male,2016,YR2016,1756736
"Population ages 65-69, male",ages 65-69,male,2017,YR2017,1724027
"Population ages 65-69, male",ages 65-69,male,2018,YR2018,1677298
"Population ages 65-69, male",ages 65-69,male,2019,YR2019,1641394
"Population ages 65-69, male",ages 65-69,male,2020,YR2020,1631115
"Population ages 65-69, male",ages 65-69,male,2021,YR2021,1637000
"Population ages 70-74, female",ages 70-74,female,1960,YR1960,1055363
"Population ages 70-74, female",ages 70-74,female,1961,YR1961,1063877
"Population ages 70-74, female",ages 70-74,female,1962,YR1962,1073873
"Population ages 70-74, female",ages 70-74,female,1963,YR1963,1084094
"Population ages 70-74, female",ages 70-74,female,1964,YR1964,1095953
"Population ages 70-74, female",ages 70-74,female,1965,YR1965,1112020
"Population ages 70-74, female",ages 70-74,female,1966,YR1966,1120756
"Population ages 70-74, female",ages 70-74,female,1967,YR1967,1135739
"Population ages 70-74, female",ages 70-74,female,1968,YR1968,1156026
"Population ages 70-74, female",ages 70-74,female,1969,YR1969,1180491
"Population ages 70-74, female",ages 70-74,female,1970,YR1970,1208861
"Population ages 70-74, female",ages 70-74,female,1971,YR1971,1228012
"Population ages 70-74, female",ages 70-74,female,1972,YR1972,1249525
"Population ages 70-74, female",ages 70-74,female,1973,YR1973,1272904
"Population ages 70-74, female",ages 70-74,female,1974,YR1974,1297375
"Population ages 70-74, female",ages 70-74,female,1975,YR1975,1322099
"Population ages 70-74, female",ages 70-74,female,1976,YR1976,1333382
"Population ages 70-74, female",ages 70-74,female,1977,YR1977,1344070
"Population ages 70-74, female",ages 70-74,female,1978,YR1978,1355865
"Population ages 70-74, female",ages 70-74,female,1979,YR1979,1370291
"Population ages 70-74, female",ages 70-74,female,1980,YR1980,1386356
"Population ages 70-74, female",ages 70-74,female,1981,YR1981,1389341
"Population ages 70-74, female",ages 70-74,female,1982,YR1982,1393393
"Population ages 70-74, female",ages 70-74,female,1983,YR1983,1396768
"Population ages 70-74, female",ages 70-74,female,1984,YR1984,1394876
"Population ages 70-74, female",ages 70-74,female,1985,YR1985,1384526
"Population ages 70-74, female",ages 70-74,female,1986,YR1986,1352636
"Population ages 70-74, female",ages 70-74,female,1987,YR1987,1311386
"Population ages 70-74, female",ages 70-74,female,1988,YR1988,1271517
"Population ages 70-74, female",ages 70-74,female,1989,YR1989,1248675
"Population ages 70-74, female",ages 70-74,female,1990,YR1990,1250652
"Population ages 70-74, female",ages 70-74,female,1991,YR1991,1264331
"Population ages 70-74, female",ages 70-74,female,1992,YR1992,1299170
"Population ages 70-74, female",ages 70-74,female,1993,YR1993,1342349
"Population ages 70-74, female",ages 70-74,female,1994,YR1994,1376658
"Population ages 70-74, female",ages 70-74,female,1995,YR1995,1392644
"Population ages 70-74, female",ages 70-74,female,1996,YR1996,1381949
"Population ages 70-74, female",ages 70-74,female,1997,YR1997,1358133
"Population ages 70-74, female",ages 70-74,female,1998,YR1998,1328854
"Population ages 70-74, female",ages 70-74,female,1999,YR1999,1303909
"Population ages 70-74, female",ages 70-74,female,2000,YR2000,1288167
"Population ages 70-74, female",ages 70-74,female,2001,YR2001,1270313
"Population ages 70-74, female",ages 70-74,female,2002,YR2002,1259990
"Population ages 70-74, female",ages 70-74,female,2003,YR2003,1256205
"Population ages 70-74, female",ages 70-74,female,2004,YR2004,1258176
"Population ages 70-74, female",ages 70-74,female,2005,YR2005,1265094
"Population ages 70-74, female",ages 70-74,female,2006,YR2006,1265216
"Population ages 70-74, female",ages 70-74,female,2007,YR2007,1269195
"Population ages 70-74, female",ages 70-74,female,2008,YR2008,1276464
"Population ages 70-74, female",ages 70-74,female,2009,YR2009,1286555
"Population ages 70-74, female",ages 70-74,female,2010,YR2010,1300649
"Population ages 70-74, female",ages 70-74,female,2011,YR2011,1313396
"Population ages 70-74, female",ages 70-74,female,2012,YR2012,1327836
"Population ages 70-74, female",ages 70-74,female,2013,YR2013,1348608
"Population ages 70-74, female",ages 70-74,female,2014,YR2014,1383610
"Population ages 70-74, female",ages 70-74,female,2015,YR2015,1435878
"Population ages 70-74, female",ages 70-74,female,2016,YR2016,1495948
"Population ages 70-74, female",ages 70-74,female,2017,YR2017,1573916
"Population ages 70-74, female",ages 70-74,female,2018,YR2018,1654634
"Population ages 70-74, female",ages 70-74,female,2019,YR2019,1716085
"Population ages 70-74, female",ages 70-74,female,2020,YR2020,1746426
"Population ages 70-74, female",ages 70-74,female,2021,YR2021,1741000
"Population ages 70-74, male",ages 70-74,male,1960,YR1960,675053
"Population ages 70-74, male",ages 70-74,male,1961,YR1961,677803
"Population ages 70-74, male",ages 70-74,male,1962,YR1962,682350
"Population ages 70-74, male",ages 70-74,male,1963,YR1963,687871
"Population ages 70-74, male",ages 70-74,male,1964,YR1964,694361
"Population ages 70-74, male",ages 70-74,male,1965,YR1965,702643
"Population ages 70-74, male",ages 70-74,male,1966,YR1966,707373
"Population ages 70-74, male",ages 70-74,male,1967,YR1967,712043
"Population ages 70-74, male",ages 70-74,male,1968,YR1968,719301
"Population ages 70-74, male",ages 70-74,male,1969,YR1969,733100
"Population ages 70-74, male",ages 70-74,male,1970,YR1970,755858
"Population ages 70-74, male",ages 70-74,male,1971,YR1971,783899
"Population ages 70-74, male",ages 70-74,male,1972,YR1972,816929
"Population ages 70-74, male",ages 70-74,male,1973,YR1973,851209
"Population ages 70-74, male",ages 70-74,male,1974,YR1974,882524
"Population ages 70-74, male",ages 70-74,male,1975,YR1975,909570
"Population ages 70-74, male",ages 70-74,male,1976,YR1976,929789
"Population ages 70-74, male",ages 70-74,male,1977,YR1977,946403
"Population ages 70-74, male",ages 70-74,male,1978,YR1978,962068
"Population ages 70-74, male",ages 70-74,male,1979,YR1979,978609
"Population ages 70-74, male",ages 70-74,male,1980,YR1980,995579
"Population ages 70-74, male",ages 70-74,male,1981,YR1981,1004987
"Population ages 70-74, male",ages 70-74,male,1982,YR1982,1013899
"Population ages 70-74, male",ages 70-74,male,1983,YR1983,1021643
"Population ages 70-74, male",ages 70-74,male,1984,YR1984,1024436
"Population ages 70-74, male",ages 70-74,male,1985,YR1985,1019799
"Population ages 70-74, male",ages 70-74,male,1986,YR1986,999706
"Population ages 70-74, male",ages 70-74,male,1987,YR1987,970328
"Population ages 70-74, male",ages 70-74,male,1988,YR1988,942500
"Population ages 70-74, male",ages 70-74,male,1989,YR1989,930315
"Population ages 70-74, male",ages 70-74,male,1990,YR1990,940075
"Population ages 70-74, male",ages 70-74,male,1991,YR1991,961744
"Population ages 70-74, male",ages 70-74,male,1992,YR1992,998273
"Population ages 70-74, male",ages 70-74,male,1993,YR1993,1039289
"Population ages 70-74, male",ages 70-74,male,1994,YR1994,1072163
"Population ages 70-74, male",ages 70-74,male,1995,YR1995,1091261
"Population ages 70-74, male",ages 70-74,male,1996,YR1996,1091772
"Population ages 70-74, male",ages 70-74,male,1997,YR1997,1083540
"Population ages 70-74, male",ages 70-74,male,1998,YR1998,1073130
"Population ages 70-74, male",ages 70-74,male,1999,YR1999,1067257
"Population ages 70-74, male",ages 70-74,male,2000,YR2000,1068485
"Population ages 70-74, male",ages 70-74,male,2001,YR2001,1066576
"Population ages 70-74, male",ages 70-74,male,2002,YR2002,1068829
"Population ages 70-74, male",ages 70-74,male,2003,YR2003,1074734
"Population ages 70-74, male",ages 70-74,male,2004,YR2004,1084051
"Population ages 70-74, male",ages 70-74,male,2005,YR2005,1096427
"Population ages 70-74, male",ages 70-74,male,2006,YR2006,1107380
"Population ages 70-74, male",ages 70-74,male,2007,YR2007,1119346
"Population ages 70-74, male",ages 70-74,male,2008,YR2008,1132283
"Population ages 70-74, male",ages 70-74,male,2009,YR2009,1147232
"Population ages 70-74, male",ages 70-74,male,2010,YR2010,1166747
"Population ages 70-74, male",ages 70-74,male,2011,YR2011,1181552
"Population ages 70-74, male",ages 70-74,male,2012,YR2012,1198585
"Population ages 70-74, male",ages 70-74,male,2013,YR2013,1222071
"Population ages 70-74, male",ages 70-74,male,2014,YR2014,1258988
"Population ages 70-74, male",ages 70-74,male,2015,YR2015,1311897
"Population ages 70-74, male",ages 70-74,male,2016,YR2016,1370269
"Population ages 70-74, male",ages 70-74,male,2017,YR2017,1444687
"Population ages 70-74, male",ages 70-74,male,2018,YR2018,1521073
"Population ages 70-74, male",ages 70-74,male,2019,YR2019,1579202
"Population ages 70-74, male",ages 70-74,male,2020,YR2020,1608584
"Population ages 70-74, male",ages 70-74,male,2021,YR2021,1604000
"Population ages 75-79, female",ages 75-79,female,1960,YR1960,755149
"Population ages 75-79, female",ages 75-79,female,1961,YR1961,766592
"Population ages 75-79, female",ages 75-79,female,1962,YR1962,780927
"Population ages 75-79, female",ages 75-79,female,1963,YR1963,796477
"Population ages 75-79, female",ages 75-79,female,1964,YR1964,812072
"Population ages 75-79, female",ages 75-79,female,1965,YR1965,827833
"Population ages 75-79, female",ages 75-79,female,1966,YR1966,832021
"Population ages 75-79, female",ages 75-79,female,1967,YR1967,836355
"Population ages 75-79, female",ages 75-79,female,1968,YR1968,842530
"Population ages 75-79, female",ages 75-79,female,1969,YR1969,852573
"Population ages 75-79, female",ages 75-79,female,1970,YR1970,868247
"Population ages 75-79, female",ages 75-79,female,1971,YR1971,883176
"Population ages 75-79, female",ages 75-79,female,1972,YR1972,899031
"Population ages 75-79, female",ages 75-79,female,1973,YR1973,915451
"Population ages 75-79, female",ages 75-79,female,1974,YR1974,933575
"Population ages 75-79, female",ages 75-79,female,1975,YR1975,955230
"Population ages 75-79, female",ages 75-79,female,1976,YR1976,972088
"Population ages 75-79, female",ages 75-79,female,1977,YR1977,991914
"Population ages 75-79, female",ages 75-79,female,1978,YR1978,1014672
"Population ages 75-79, female",ages 75-79,female,1979,YR1979,1039439
"Population ages 75-79, female",ages 75-79,female,1980,YR1980,1064792
"Population ages 75-79, female",ages 75-79,female,1981,YR1981,1078120
"Population ages 75-79, female",ages 75-79,female,1982,YR1982,1089543
"Population ages 75-79, female",ages 75-79,female,1983,YR1983,1102129
"Population ages 75-79, female",ages 75-79,female,1984,YR1984,1117506
"Population ages 75-79, female",ages 75-79,female,1985,YR1985,1134924
"Population ages 75-79, female",ages 75-79,female,1986,YR1986,1140634
"Population ages 75-79, female",ages 75-79,female,1987,YR1987,1148287
"Population ages 75-79, female",ages 75-79,female,1988,YR1988,1155202
"Population ages 75-79, female",ages 75-79,female,1989,YR1989,1156743
"Population ages 75-79, female",ages 75-79,female,1990,YR1990,1150793
"Population ages 75-79, female",ages 75-79,female,1991,YR1991,1126577
"Population ages 75-79, female",ages 75-79,female,1992,YR1992,1093166
"Population ages 75-79, female",ages 75-79,female,1993,YR1993,1061144
"Population ages 75-79, female",ages 75-79,female,1994,YR1994,1045197
"Population ages 75-79, female",ages 75-79,female,1995,YR1995,1051770
"Population ages 75-79, female",ages 75-79,female,1996,YR1996,1065967
"Population ages 75-79, female",ages 75-79,female,1997,YR1997,1097445
"Population ages 75-79, female",ages 75-79,female,1998,YR1998,1135192
"Population ages 75-79, female",ages 75-79,female,1999,YR1999,1164937
"Population ages 75-79, female",ages 75-79,female,2000,YR2000,1179941
"Population ages 75-79, female",ages 75-79,female,2001,YR2001,1172025
"Population ages 75-79, female",ages 75-79,female,2002,YR2002,1155144
"Population ages 75-79, female",ages 75-79,female,2003,YR2003,1135497
"Population ages 75-79, female",ages 75-79,female,2004,YR2004,1121367
"Population ages 75-79, female",ages 75-79,female,2005,YR2005,1116474
"Population ages 75-79, female",ages 75-79,female,2006,YR2006,1109673
"Population ages 75-79, female",ages 75-79,female,2007,YR2007,1107632
"Population ages 75-79, female",ages 75-79,female,2008,YR2008,1108272
"Population ages 75-79, female",ages 75-79,female,2009,YR2009,1110815
"Population ages 75-79, female",ages 75-79,female,2010,YR2010,1116557
"Population ages 75-79, female",ages 75-79,female,2011,YR2011,1115748
"Population ages 75-79, female",ages 75-79,female,2012,YR2012,1120358
"Population ages 75-79, female",ages 75-79,female,2013,YR2013,1130114
"Population ages 75-79, female",ages 75-79,female,2014,YR2014,1145165
"Population ages 75-79, female",ages 75-79,female,2015,YR2015,1165283
"Population ages 75-79, female",ages 75-79,female,2016,YR2016,1177005
"Population ages 75-79, female",ages 75-79,female,2017,YR2017,1190379
"Population ages 75-79, female",ages 75-79,female,2018,YR2018,1209696
"Population ages 75-79, female",ages 75-79,female,2019,YR2019,1242337
"Population ages 75-79, female",ages 75-79,female,2020,YR2020,1291819
"Population ages 75-79, female",ages 75-79,female,2021,YR2021,1344000
"Population ages 75-79, male",ages 75-79,male,1960,YR1960,441700
"Population ages 75-79, male",ages 75-79,male,1961,YR1961,444696
"Population ages 75-79, male",ages 75-79,male,1962,YR1962,447663
"Population ages 75-79, male",ages 75-79,male,1963,YR1963,449928
"Population ages 75-79, male",ages 75-79,male,1964,YR1964,451324
"Population ages 75-79, male",ages 75-79,male,1965,YR1965,452553
"Population ages 75-79, male",ages 75-79,male,1966,YR1966,456049
"Population ages 75-79, male",ages 75-79,male,1967,YR1967,458171
"Population ages 75-79, male",ages 75-79,male,1968,YR1968,459372
"Population ages 75-79, male",ages 75-79,male,1969,YR1969,460165
"Population ages 75-79, male",ages 75-79,male,1970,YR1970,461538
"Population ages 75-79, male",ages 75-79,male,1971,YR1971,468835
"Population ages 75-79, male",ages 75-79,male,1972,YR1972,473424
"Population ages 75-79, male",ages 75-79,male,1973,YR1973,477719
"Population ages 75-79, male",ages 75-79,male,1974,YR1974,485556
"Population ages 75-79, male",ages 75-79,male,1975,YR1975,499199
"Population ages 75-79, male",ages 75-79,male,1976,YR1976,523197
"Population ages 75-79, male",ages 75-79,male,1977,YR1977,548672
"Population ages 75-79, male",ages 75-79,male,1978,YR1978,573378
"Population ages 75-79, male",ages 75-79,male,1979,YR1979,595233
"Population ages 75-79, male",ages 75-79,male,1980,YR1980,613986
"Population ages 75-79, male",ages 75-79,male,1981,YR1981,634762
"Population ages 75-79, male",ages 75-79,male,1982,YR1982,651071
"Population ages 75-79, male",ages 75-79,male,1983,YR1983,664916
"Population ages 75-79, male",ages 75-79,male,1984,YR1984,677716
"Population ages 75-79, male",ages 75-79,male,1985,YR1985,690086
"Population ages 75-79, male",ages 75-79,male,1986,YR1986,705050
"Population ages 75-79, male",ages 75-79,male,1987,YR1987,719797
"Population ages 75-79, male",ages 75-79,male,1988,YR1988,732064
"Population ages 75-79, male",ages 75-79,male,1989,YR1989,737576
"Population ages 75-79, male",ages 75-79,male,1990,YR1990,734975
"Population ages 75-79, male",ages 75-79,male,1991,YR1991,726156
"Population ages 75-79, male",ages 75-79,male,1992,YR1992,708393
"Population ages 75-79, male",ages 75-79,male,1993,YR1993,691499
"Population ages 75-79, male",ages 75-79,male,1994,YR1994,687062
"Population ages 75-79, male",ages 75-79,male,1995,YR1995,699261
"Population ages 75-79, male",ages 75-79,male,1996,YR1996,722352
"Population ages 75-79, male",ages 75-79,male,1997,YR1997,754398
"Population ages 75-79, male",ages 75-79,male,1998,YR1998,787888
"Population ages 75-79, male",ages 75-79,male,1999,YR1999,814196
"Population ages 75-79, male",ages 75-79,male,2000,YR2000,830603
"Population ages 75-79, male",ages 75-79,male,2001,YR2001,837238
"Population ages 75-79, male",ages 75-79,male,2002,YR2002,838793
"Population ages 75-79, male",ages 75-79,male,2003,YR2003,839473
"Population ages 75-79, male",ages 75-79,male,2004,YR2004,843648
"Population ages 75-79, male",ages 75-79,male,2005,YR2005,852786
"Population ages 75-79, male",ages 75-79,male,2006,YR2006,864686
"Population ages 75-79, male",ages 75-79,male,2007,YR2007,878851
"Population ages 75-79, male",ages 75-79,male,2008,YR2008,894554
"Population ages 75-79, male",ages 75-79,male,2009,YR2009,911165
"Population ages 75-79, male",ages 75-79,male,2010,YR2010,929093
"Population ages 75-79, male",ages 75-79,male,2011,YR2011,935593
"Population ages 75-79, male",ages 75-79,male,2012,YR2012,943588
"Population ages 75-79, male",ages 75-79,male,2013,YR2013,954482
"Population ages 75-79, male",ages 75-79,male,2014,YR2014,970208
"Population ages 75-79, male",ages 75-79,male,2015,YR2015,991522
"Population ages 75-79, male",ages 75-79,male,2016,YR2016,1006449
"Population ages 75-79, male",ages 75-79,male,2017,YR2017,1022577
"Population ages 75-79, male",ages 75-79,male,2018,YR2018,1044047
"Population ages 75-79, male",ages 75-79,male,2019,YR2019,1077541
"Population ages 75-79, male",ages 75-79,male,2020,YR2020,1126200
"Population ages 75-79, male",ages 75-79,male,2021,YR2021,1178000
"Population ages 80 and above, female",ages 80 and above,female,1960,YR1960,683435
"Population ages 80 and above, female",ages 80 and above,female,1961,YR1961,718982
"Population ages 80 and above, female",ages 80 and above,female,1962,YR1962,747601
"Population ages 80 and above, female",ages 80 and above,female,1963,YR1963,768176
"Population ages 80 and above, female",ages 80 and above,female,1964,YR1964,780908
"Population ages 80 and above, female",ages 80 and above,female,1965,YR1965,787113
"Population ages 80 and above, female",ages 80 and above,female,1966,YR1966,826120
"Population ages 80 and above, female",ages 80 and above,female,1967,YR1967,857376
"Population ages 80 and above, female",ages 80 and above,female,1968,YR1968,879264
"Population ages 80 and above, female",ages 80 and above,female,1969,YR1969,890691
"Population ages 80 and above, female",ages 80 and above,female,1970,YR1970,892576
"Population ages 80 and above, female",ages 80 and above,female,1971,YR1971,929538
"Population ages 80 and above, female",ages 80 and above,female,1972,YR1972,956955
"Population ages 80 and above, female",ages 80 and above,female,1973,YR1973,975295
"Population ages 80 and above, female",ages 80 and above,female,1974,YR1974,985761
"Population ages 80 and above, female",ages 80 and above,female,1975,YR1975,989591
"Population ages 80 and above, female",ages 80 and above,female,1976,YR1976,1028021
"Population ages 80 and above, female",ages 80 and above,female,1977,YR1977,1057337
"Population ages 80 and above, female",ages 80 and above,female,1978,YR1978,1079102
"Population ages 80 and above, female",ages 80 and above,female,1979,YR1979,1095241
"Population ages 80 and above, female",ages 80 and above,female,1980,YR1980,1106371
"Population ages 80 and above, female",ages 80 and above,female,1981,YR1981,1157063
"Population ages 80 and above, female",ages 80 and above,female,1982,YR1982,1198563
"Population ages 80 and above, female",ages 80 and above,female,1983,YR1983,1232221
"Population ages 80 and above, female",ages 80 and above,female,1984,YR1984,1259106
"Population ages 80 and above, female",ages 80 and above,female,1985,YR1985,1279630
"Population ages 80 and above, female",ages 80 and above,female,1986,YR1986,1333409
"Population ages 80 and above, female",ages 80 and above,female,1987,YR1987,1378041
"Population ages 80 and above, female",ages 80 and above,female,1988,YR1988,1413872
"Population ages 80 and above, female",ages 80 and above,female,1989,YR1989,1441399
"Population ages 80 and above, female",ages 80 and above,female,1990,YR1990,1461375
"Population ages 80 and above, female",ages 80 and above,female,1991,YR1991,1513387
"Population ages 80 and above, female",ages 80 and above,female,1992,YR1992,1555228
"Population ages 80 and above, female",ages 80 and above,female,1993,YR1993,1584885
"Population ages 80 and above, female",ages 80 and above,female,1994,YR1994,1599912
"Population ages 80 and above, female",ages 80 and above,female,1995,YR1995,1599920
"Population ages 80 and above, female",ages 80 and above,female,1996,YR1996,1619279
"Population ages 80 and above, female",ages 80 and above,female,1997,YR1997,1622370
"Population ages 80 and above, female",ages 80 and above,female,1998,YR1998,1617042
"Population ages 80 and above, female",ages 80 and above,female,1999,YR1999,1611642
"Population ages 80 and above, female",ages 80 and above,female,2000,YR2000,1609999
"Population ages 80 and above, female",ages 80 and above,female,2001,YR2001,1646444
"Population ages 80 and above, female",ages 80 and above,female,2002,YR2002,1679969
"Population ages 80 and above, female",ages 80 and above,female,2003,YR2003,1707894
"Population ages 80 and above, female",ages 80 and above,female,2004,YR2004,1727247
"Population ages 80 and above, female",ages 80 and above,female,2005,YR2005,1737351
"Population ages 80 and above, female",ages 80 and above,female,2006,YR2006,1770144
"Population ages 80 and above, female",ages 80 and above,female,2007,YR2007,1793420
"Population ages 80 and above, female",ages 80 and above,female,2008,YR2008,1810474
"Population ages 80 and above, female",ages 80 and above,female,2009,YR2009,1823735
"Population ages 80 and above, female",ages 80 and above,female,2010,YR2010,1836095
"Population ages 80 and above, female",ages 80 and above,female,2011,YR2011,1865372
"Population ages 80 and above, female",ages 80 and above,female,2012,YR2012,1886147
"Population ages 80 and above, female",ages 80 and above,female,2013,YR2013,1902184
"Population ages 80 and above, female",ages 80 and above,female,2014,YR2014,1916857
"Population ages 80 and above, female",ages 80 and above,female,2015,YR2015,1931512
"Population ages 80 and above, female",ages 80 and above,female,2016,YR2016,1958023
"Population ages 80 and above, female",ages 80 and above,female,2017,YR2017,1977415
"Population ages 80 and above, female",ages 80 and above,female,2018,YR2018,1991688
"Population ages 80 and above, female",ages 80 and above,female,2019,YR2019,2003701
"Population ages 80 and above, female",ages 80 and above,female,2020,YR2020,2017375
"Population ages 80 and above, female",ages 80 and above,female,2021,YR2021,2051000
"Population ages 80 and above, male",ages 80 and above,male,1960,YR1960,337968
"Population ages 80 and above, male",ages 80 and above,male,1961,YR1961,356129
"Population ages 80 and above, male",ages 80 and above,male,1962,YR1962,367878
"Population ages 80 and above, male",ages 80 and above,male,1963,YR1963,371675
"Population ages 80 and above, male",ages 80 and above,male,1964,YR1964,366764
"Population ages 80 and above, male",ages 80 and above,male,1965,YR1965,353182
"Population ages 80 and above, male",ages 80 and above,male,1966,YR1966,371355
"Population ages 80 and above, male",ages 80 and above,male,1967,YR1967,383036
"Population ages 80 and above, male",ages 80 and above,male,1968,YR1968,386839
"Population ages 80 and above, male",ages 80 and above,male,1969,YR1969,381724
"Population ages 80 and above, male",ages 80 and above,male,1970,YR1970,367401
"Population ages 80 and above, male",ages 80 and above,male,1971,YR1971,385072
"Population ages 80 and above, male",ages 80 and above,male,1972,YR1972,396237
"Population ages 80 and above, male",ages 80 and above,male,1973,YR1973,399626
"Population ages 80 and above, male",ages 80 and above,male,1974,YR1974,394284
"Population ages 80 and above, male",ages 80 and above,male,1975,YR1975,379800
"Population ages 80 and above, male",ages 80 and above,male,1976,YR1976,397751
"Population ages 80 and above, male",ages 80 and above,male,1977,YR1977,408699
"Population ages 80 and above, male",ages 80 and above,male,1978,YR1978,413649
"Population ages 80 and above, male",ages 80 and above,male,1979,YR1979,414062
"Population ages 80 and above, male",ages 80 and above,male,1980,YR1980,409561
"Population ages 80 and above, male",ages 80 and above,male,1981,YR1981,441105
"Population ages 80 and above, male",ages 80 and above,male,1982,YR1982,466685
"Population ages 80 and above, male",ages 80 and above,male,1983,YR1983,485203
"Population ages 80 and above, male",ages 80 and above,male,1984,YR1984,496176
"Population ages 80 and above, male",ages 80 and above,male,1985,YR1985,498984
"Population ages 80 and above, male",ages 80 and above,male,1986,YR1986,536596
"Population ages 80 and above, male",ages 80 and above,male,1987,YR1987,567065
"Population ages 80 and above, male",ages 80 and above,male,1988,YR1988,589118
"Population ages 80 and above, male",ages 80 and above,male,1989,YR1989,602405
"Population ages 80 and above, male",ages 80 and above,male,1990,YR1990,606892
"Population ages 80 and above, male",ages 80 and above,male,1991,YR1991,647630
"Population ages 80 and above, male",ages 80 and above,male,1992,YR1992,681268
"Population ages 80 and above, male",ages 80 and above,male,1993,YR1993,704223
"Population ages 80 and above, male",ages 80 and above,male,1994,YR1994,713232
"Population ages 80 and above, male",ages 80 and above,male,1995,YR1995,707629
"Population ages 80 and above, male",ages 80 and above,male,1996,YR1996,732317
"Population ages 80 and above, male",ages 80 and above,male,1997,YR1997,746129
"Population ages 80 and above, male",ages 80 and above,male,1998,YR1998,753199
"Population ages 80 and above, male",ages 80 and above,male,1999,YR1999,757932
"Population ages 80 and above, male",ages 80 and above,male,2000,YR2000,761577
"Population ages 80 and above, male",ages 80 and above,male,2001,YR2001,803171
"Population ages 80 and above, male",ages 80 and above,male,2002,YR2002,840732
"Population ages 80 and above, male",ages 80 and above,male,2003,YR2003,871542
"Population ages 80 and above, male",ages 80 and above,male,2004,YR2004,893447
"Population ages 80 and above, male",ages 80 and above,male,2005,YR2005,906122
"Population ages 80 and above, male",ages 80 and above,male,2006,YR2006,949816
"Population ages 80 and above, male",ages 80 and above,male,2007,YR2007,987484
"Population ages 80 and above, male",ages 80 and above,male,2008,YR2008,1020399
"Population ages 80 and above, male",ages 80 and above,male,2009,YR2009,1049400
"Population ages 80 and above, male",ages 80 and above,male,2010,YR2010,1076037
"Population ages 80 and above, male",ages 80 and above,male,2011,YR2011,1123820
"Population ages 80 and above, male",ages 80 and above,male,2012,YR2012,1164669
"Population ages 80 and above, male",ages 80 and above,male,2013,YR2013,1199440
"Population ages 80 and above, male",ages 80 and above,male,2014,YR2014,1228911
"Population ages 80 and above, male",ages 80 and above,male,2015,YR2015,1253497
"Population ages 80 and above, male",ages 80 and above,male,2016,YR2016,1296129
"Population ages 80 and above, male",ages 80 and above,male,2017,YR2017,1330348
"Population ages 80 and above, male",ages 80 and above,male,2018,YR2018,1357594
"Population ages 80 and above, male",ages 80 and above,male,2019,YR2019,1379734
"Population ages 80 and above, male",ages 80 and above,male,2020,YR2020,1399150
"Population ages 80 and above, male",ages 80 and above,male,2021,YR2021,1446000
